192910;-0.67;-11.63;-20.32;-9.64;-8.37;-16.29;2.32;-21.32;-9.23;-12.43;-46.16;0.71;-12.22;-24.39;-10.05;-24.64;-9.44;-22.5;-15.5;-17.36;-23.9;-30.01;-27.04;-8.99;-26.11;-7.99;-15.39;-10.44;-30.04;NaN;NaN;NaN;-23.2;-24;-29.4;-16.28;NaN;-13.19
192911;-7.36;-13.07;-4.91;-6.65;-2.01;-9.85;-6.2;-15.81;-6.36;-6.6;-11.58;-9.18;-3.36;-15.51;-6.55;-18.28;-14.16;-11.27;-13.83;-13.09;-18.15;-18.21;-16.02;-13.67;-20.17;-7.85;-9.47;-11.43;-14.64;NaN;NaN;NaN;-6.67;-12.65;-14.02;-15.42;NaN;8.09
192912;-4.88;-3.3;-1.71;0.06;9.96;0.62;2.72;-6.26;8.67;3.25;14.56;-15.25;0.21;5.45;-0.89;-8.39;-1.75;2.71;-0.45;0.32;4.52;12.41;4.6;0.5;-6.97;-0.07;1.01;4.84;7.94;NaN;NaN;NaN;-0.81;-6.07;0.16;-7.42;NaN;-3.03
193001;-0.86;3.22;-0.54;11.64;0.3;5.4;8.56;10.5;5.05;6.75;-4.04;7.82;2.1;8;-0.83;16.31;2.01;9.52;5.69;7.05;8.7;11.16;4.9;8.36;16.28;3.88;1.2;0.23;7.25;NaN;NaN;NaN;3.11;4.74;9.68;5.98;NaN;1.92
193002;-9.43;0.3;0.12;2.04;7.36;0.91;5.52;5.7;-1.34;16.93;-25.29;1.63;6.92;2.04;-5.14;6.84;0.96;-0.25;0.09;4.11;4.56;7.84;4;10.1;3.1;2.13;7.06;8.24;8.57;NaN;NaN;NaN;-4.62;-5.13;6.13;23.07;NaN;1.89
193003;-0.32;0.77;23.66;5.6;2.16;0.93;4.3;-2.56;6.48;6.35;-22.34;4.25;2.47;9.68;18.98;19.28;8.29;6.38;5.54;4.28;3.89;9.32;10.69;8.12;11.8;3.88;8.79;15.94;9.72;NaN;NaN;NaN;-4.91;-2.4;8.64;14.39;NaN;6.02
193004;3.92;-13.82;-0.37;-2.99;8.16;2.9;-2.88;-9.88;-3.38;9.12;-3.93;-2.58;0.95;-4.49;7.57;-16.32;1.58;-7.66;-13.38;-4.75;2.9;2.73;-7.61;0.72;-9.44;-7.11;-4.54;15.5;3.34;NaN;NaN;NaN;4.67;2.55;-4.02;3.45;NaN;-0.44
193005;-3.09;4.12;-3.27;-1.19;1.43;2.26;1.86;-5.77;-3.42;-3.54;-18.9;-6.03;-0.87;-2.27;-3.83;5.88;-5.09;-2.09;0.19;-0.18;-4.6;-4.89;2.59;-3.78;-7.37;-0.43;0.42;-12.09;-1.33;NaN;NaN;NaN;-8.21;-0.01;-5.6;-5.46;NaN;10.53
193006;-4.76;-8.26;-7.06;-12.55;-4.14;-12.41;-8.86;-18.26;-17.18;-11.53;-33.88;-18.1;-11.97;-17.5;-15.85;-30.26;-6.85;-17.75;-13.23;-19.1;-17.8;-20.22;-21.14;-16.83;-18.93;-9.88;-8.34;-15;-19.06;NaN;NaN;NaN;-24.1;-16.02;-21.51;-22.64;NaN;-2.87
193007;1.17;0.57;1.56;10.73;4.26;3.39;2.93;5.4;8.14;8.35;3.38;0.77;3.65;5.66;5.59;2.45;2.21;4.83;3.41;9.97;3.14;3.93;10.86;5.53;3.13;3.27;1.27;9.41;4.06;NaN;NaN;NaN;-1.26;2.78;4.42;2.36;NaN;30.53
193008;1.24;-11.23;-6.77;1.57;-3.24;1.77;4.62;-1.45;-7.23;10.09;3.74;-8.4;-2.18;4.24;-3.39;-8.23;-1.94;0.86;-2.46;-2.97;1.51;1.4;-1.34;4.22;3.85;0.34;1.74;0.68;1.18;NaN;NaN;NaN;-7.71;5.25;1.27;3.89;NaN;-5.08
193009;-11.55;-8.48;-9.57;-7.22;-11.2;-9.93;-8.78;-13.01;-13.62;-20.53;-29.79;-20.27;-3.78;-12.89;-16.07;-17.27;-1.26;-13.34;-11.84;-15.33;-15.34;-20.16;-16.7;-10.68;-11.79;-8.41;-5.27;-2.04;-11.92;NaN;NaN;NaN;-9.65;-10.94;-18.13;-17.01;NaN;-8.57
193010;-16.08;-12.09;-7.82;-5.85;-21.42;-3.87;-4.74;-3.71;-17.33;1.24;-19.41;-8.16;-6.78;-10.29;-8.2;-6.91;-2.98;-11.02;-8.95;-9.25;-11.57;-18.51;-11.56;-10.14;-13.72;-6.72;-4.13;4.72;-8.28;NaN;NaN;NaN;-6;-8.66;-15.43;-7.67;NaN;-6.25
193011;2.7;-0.16;-4.33;1.42;-6.86;0.95;-0.93;-4.35;6.37;1.11;15.76;-10.96;-2.98;-0.54;-3.38;13.48;0.75;-1.3;-1.3;-0.46;-1.49;-3.52;5;-1.98;-4.04;-5.4;-3.27;-6.76;-8.74;NaN;NaN;NaN;2.75;2.74;-8.45;-6.42;NaN;-7.08
193012;-22.1;-7.83;-9.12;-10.79;-12.19;-3.56;-3.11;-6.14;-7.5;3.54;-14.6;-16.33;-5.02;-4.97;-12.57;-13.6;-7.46;-11.26;-8.76;-9.38;-7.3;-12.11;-3.69;-10.81;-13.23;-7.9;-3.81;2.9;-3.69;NaN;NaN;NaN;-3.94;-13.63;-12.53;-13.06;NaN;-0.46
193101;15.81;9.37;3.38;7.39;-3.02;4.91;6.43;13.33;2.18;1.5;11.73;9.86;1.78;1.66;4.88;-1.67;-0.61;8.2;3.01;4.97;5.89;5.22;8.37;5.77;11.13;11.52;4.79;5.49;5.53;NaN;NaN;NaN;4.87;7.22;18.42;14.99;NaN;6.48
193102;13.17;9.24;2.23;12.35;14.61;6.76;6.94;15.44;25.62;32.39;30.71;5.67;2.1;11.53;6.22;18.66;-0.86;10.71;14.35;14.33;12.47;24.97;16.14;11.97;12.98;2.3;5.94;7.82;15.27;NaN;NaN;NaN;-2.05;15.15;17.32;7.38;NaN;3.48
193103;-10.26;-8.86;-3.41;-6.36;0.38;-2.34;0.22;-3.1;-5.71;-10.54;-25.02;-5.5;-1.61;-5.66;-14.58;-7.25;2.79;-7.47;-7.34;-3.3;-8.07;-7.95;-4.65;-5.8;13.06;-10.46;-3.6;5.36;-2.94;NaN;NaN;NaN;-3.13;-3.34;-8.55;-4.99;NaN;-2.1
193104;-2.16;-10.41;-7.39;-18.52;-13.32;-9.03;2.69;-12.13;-33.93;-12.79;-16.19;-21.97;-9.81;-10.09;-13.8;-12.37;-3.21;-13.59;-17.27;-10.22;-14.38;-14.65;-9.15;-6.32;-18.62;-7.25;-4.24;-8.5;-9.04;NaN;NaN;NaN;-4.38;-4.82;-15.16;-22.94;NaN;-2.15
193105;-6.76;-10.76;-17.6;-12.87;-18.31;-12.58;-11.13;-7.56;-9.38;1.92;-14.95;-4.77;-10.67;-11.43;-12.04;-10.34;0.68;-16.63;-20.72;-16.18;-18.71;-11.46;-16.24;-16.48;-11.35;-17.2;-8.94;-8;-11.15;NaN;NaN;NaN;-15.2;-3.03;-19.06;-31.09;NaN;1.32
193106;8.17;11.03;7.81;8.57;13.56;10.74;12.63;8.41;7.06;8.02;29.86;16.5;1.7;16.1;17.57;23.67;12.19;19.53;19.38;14.3;15.22;18.35;15.7;14.73;16.79;16.21;10.21;7.25;11;NaN;NaN;NaN;2.79;7.92;23.48;19.9;NaN;-2.44
193107;0.17;-9.9;-1.58;-11.11;-13.83;-4.36;-3.49;-5.64;-5.24;-4.76;-1.69;-4.51;-3.03;-4.27;-3.02;-6.02;-3.11;-9.99;-15.15;-11.77;-12.5;-10.3;-3.42;-8.17;0.92;-10.53;-4.88;2.57;-5.39;NaN;NaN;NaN;-8.11;-1.41;-8.81;-7.37;NaN;0.23
193108;-3.69;0.44;3.32;5.63;-0.53;1.96;-3.51;0.31;3.49;1.66;0.14;3.62;-6.23;0.69;10.16;-0.11;-2.98;-1.28;0.56;-2.22;-0.64;3.74;-2.88;4.47;-0.58;-6.7;0.82;-1.01;-1.74;NaN;NaN;NaN;1.37;3.06;0.39;6.36;NaN;1.36
193109;-35.44;-30.49;-19.82;-35.19;-33.94;-27.85;-21.7;-21.6;-27.39;-34.35;-28.34;-29.73;-22.13;-31.28;-30.05;-34.92;-6.41;-27.02;-27.14;-27.64;-33.74;-34.63;-34.19;-29.17;-28.03;-20.6;-21.56;-17.97;-33.05;NaN;NaN;NaN;-26.12;-30.32;-40.02;-39.14;NaN;-6.73
193110;-6.8;12.28;-13.68;26.51;1.99;11.88;6.08;2.77;26.2;26.68;17.61;6.93;-17.95;7.64;15.15;2.35;-4.8;1.94;2.07;10.96;9.47;11.84;12.97;10.45;8.64;-3.11;4.33;11.82;10.48;NaN;NaN;NaN;7.37;14.11;12.02;16.02;NaN;-0.48
193111;-9.25;-18.44;18.13;-4.79;-16.87;-2.81;-6.1;-10.14;-15.67;-1.23;-21.12;-7.32;-10.25;-5.2;-8.84;-9.04;0.23;-11.02;-10.1;-8.99;-6.68;-15.71;-5.04;-10.94;-6.31;-21.36;-6.85;-10.94;-4.77;NaN;NaN;NaN;-17.78;-9.28;-11.19;-26.29;NaN;-1.93
193112;-16.04;-15.78;-6.91;-12.27;-16.91;-9.99;-6.26;-6.59;-18.87;-18.39;-25.85;-13.38;-21.02;-6.44;-19.06;-4.37;-13.8;-18.01;-25.59;-14.13;-15.28;-14.18;-9.86;-11.63;-22.27;-14.76;-7.92;-18.64;-13.24;NaN;NaN;NaN;-22.33;-15.12;-20.98;-27.91;NaN;-9.9
193201;-12.46;2.35;-5.67;2.02;2.55;-1.06;8.17;1.05;48.79;7.36;0.57;-4.71;-5.31;-4.19;-5.16;-15.07;0.98;-3;3.36;-0.57;-0.24;-13.85;-4.39;-2.44;3.66;7.88;-4.05;9.17;-2.52;NaN;NaN;NaN;-0.28;0.8;3.75;13.68;NaN;-1.97
193202;25.93;-5.21;6.32;7.52;5.22;6.85;3.28;3.12;-13.87;2.73;10.23;3.06;-1.24;6.96;9.22;5.38;2.81;7.91;5.03;13.4;0.08;8.72;1.78;-3.24;6.68;-3.99;11.66;-5.88;7.04;NaN;NaN;NaN;3.82;4.12;13.62;5.12;NaN;0.29
193203;-12.34;-6.77;-3.35;-12.45;-9.78;-6.87;-4.51;-3.99;-7.55;3.36;-12.73;-4.76;-11.73;-12.13;-0.58;-15.66;-1.84;-16.81;-16.69;-10.97;-11.24;-17.16;-22.26;-5.25;-13.49;-17.6;-9.91;3.12;-9.57;NaN;NaN;NaN;-43.85;-8.86;-15.21;-18.17;NaN;-7.74
193204;-15.7;-15.41;13.33;-13.73;-19.08;-12.85;-9.89;-11.65;-12.2;-15.51;-29.71;-13.73;-14.15;-26.69;-14.53;-9.68;-4.31;-13.75;-19.58;-25.68;-20.13;-22.99;-27.19;-30.67;-15.38;-24.91;-12.38;-19.39;-15.5;NaN;NaN;NaN;-4.67;-15.72;-19.26;-19.64;NaN;-4.66
193205;-36.45;-8.69;-15.46;-25.73;-19.91;-22.38;-21.45;-23.01;-31.95;-1.09;-36.76;-21.72;-26.24;-16.08;-5.06;-20.58;-1.3;-17.25;-22.96;-16.72;-18.45;-33.76;-19.67;-19.41;-21.68;-33.71;-10.8;-14.94;-26.82;NaN;NaN;NaN;-36.62;-29.39;-30.32;-30.69;NaN;-14.33
193206;8.76;-11.15;11.48;-2.62;-5.9;-0.37;5.85;-4.85;42.92;11.04;11.21;0.18;-22.24;-6.2;6.11;1.98;-7.98;-0.69;2.09;-0.13;-3.71;10;-4.7;4.85;-1.62;-3.01;-9.55;-9.92;1.45;NaN;NaN;NaN;6.56;-0.68;6.25;-2.23;NaN;0.4
193207;91.34;47.82;34.46;47.93;27.73;28.12;24.67;30.46;-14.31;14.08;80.53;5.86;45.6;30.36;34.75;37.02;-21.65;32.31;62.13;31;36.72;55.12;45.2;14.87;32.14;61.16;16.69;23.73;29.35;NaN;NaN;NaN;16.27;27.26;52.07;52.02;NaN;28.17
193208;22.49;51.33;21.02;32.72;60.96;24.46;17.6;58.51;90.66;20.54;74.94;48.45;40.45;33.74;17.23;96.85;20.57;40.69;59.1;37.26;47.4;50.49;44.64;27.84;32.55;65.38;28.19;7.04;43.46;NaN;NaN;NaN;57.64;32.74;59.48;49.44;NaN;0.93
193209;-18.56;-7.35;-3.9;0.66;-8.19;-0.37;0.11;-11.03;-19.08;0.92;9.52;-16.8;0.99;2.42;-10.41;-25.34;4.58;4.2;-10.02;1.23;-4.95;-6.19;9.38;-2.01;-3.01;-2.5;0.24;7.89;-4.65;NaN;NaN;NaN;24.79;2.94;-6.87;-9.14;NaN;-3.07
193210;-19.37;-12.79;-6.08;-4.97;-23.74;-9.02;-13.98;-12.99;-18.34;-5.36;-35.33;-4.56;-22.53;-15.21;-3;-20.84;-7.47;-11.95;-15.78;-9.96;-20.41;-21.33;-24.05;-8.86;-11.7;-19.63;-8.13;-4.88;-10.82;NaN;NaN;NaN;-20.22;-12.58;-17.18;-21.54;NaN;4.75
193211;13.61;-3.12;0.29;-2.96;-7.96;-7.4;-8.34;-9.63;-16.53;-3.21;-16.45;-5.8;-3.9;-1.51;-4.06;-6.55;-2.81;-7.47;-22.55;-3.52;-6.58;-9.2;-3.52;-3.17;-7.2;-9.54;-1.12;0;-3.6;NaN;NaN;NaN;-10.38;-5.58;-3.39;-8.15;NaN;-4.83
193212;13.7;-6.59;2.9;10.12;-8.87;6.85;0.91;-6.86;10.08;10.15;11.57;-13.05;-11.56;10.59;0.24;9.38;-2.78;3.34;-8.31;7.2;3.11;7.14;5.19;7.26;-10.35;5.86;3.68;-5.92;9.12;NaN;NaN;NaN;-10.07;5.2;8.87;-9.1;NaN;-0.66
193301;18.92;1.88;1.58;1.38;4.03;-0.52;11.41;-2.3;10.43;-2.4;-11.09;9.91;0.1;1.33;-3.41;0.31;10.59;1.32;2.64;4.93;5.3;0.62;3.05;5.48;-5.55;14.37;0.31;-0.7;-4.38;NaN;NaN;NaN;-6.31;-2.36;1.51;-14.71;NaN;-0.33
193302;-10.22;-5.82;-6.81;-27.57;-26.55;-9.65;-8.55;-7.16;-7.26;-3.86;-30.65;-12.28;-20.79;-16.45;-13.69;-26.34;-4.19;-14.37;-17.03;-14.61;-20.87;-22.5;-23.03;-13.66;-2.48;-16.37;-7.78;-1.45;-19.85;NaN;NaN;NaN;-7.8;-18.02;-20.14;-16.47;NaN;-6.67
193303;27.55;9.3;5.43;7.53;-0.39;11.36;7.93;2.6;-3.13;8.02;7.34;0.6;15.8;5.15;4.23;11.84;10.16;18.62;14.72;8.61;17.42;7.1;10.5;4.05;10;7.03;-5.86;1.47;-12.79;NaN;NaN;NaN;0.07;8.63;-6.84;-8.04;NaN;-4.29
193304;42.64;24.21;41.12;43.32;37.21;32.57;33.04;52.97;47;20.57;91.86;30.56;52;47.67;39.06;99.36;40.86;50.56;80.84;40.23;50.21;59.51;71.65;25.27;42.83;27.8;13.22;15.94;25.36;NaN;NaN;NaN;46.18;42.49;42.8;38.97;NaN;3.73
